Latitude,Longitude
51.555472,-0.066765
51.576869,-0.065872
51.536133,-0.101672
51.524717,-0.053133
51.564399,-0.129842
51.55338,-0.04148
51.562006,-0.056187
51.567187,-0.110234
51.466763,-0.104913
51.4505,-0.126484
51.463791,-0.117474
51.428297,-0.055235
51.489955,-0.070215
51.44567,-0.137129
51.460678,-0.098471
51.488897,-0.097931
51.44215,-0.125588
51.460956,-0.07141
51.430329,-0.105183
51.467749,-0.120954
51.465355,-0.078668
51.430871,-0.099752
51.47656,-0.142236
51.419636,-0.157604
51.474776,-0.188575
51.469963,-0.139077
51.452797,-0.222578
51.45232,-0.209571
51.414533,-0.195459
51.510922,-0.234338
51.513965,-0.239395
51.519237,-0.217499
51.496367,-0.163747
51.54401,-0.146081
51.500024,-0.175054
51.549633,-0.147367
51.495059,-0.246908
51.502963,-0.231923
51.49851,-0.195184
51.50855,-0.197799
51.536062,-0.170801
51.530547,-0.145417
51.509192,-0.244291
51.553085,-0.137663
51.497194,-0.160832
51.49877,-0.202175
51.530592,-0.206747
51.515623,-0.170856
51.517609,-0.192238
51.557757,-0.145926
51.500745,-0.168268
51.535045,-0.179378
51.497909,-0.180138
51.531805,-0.220828
51.50927,-0.213752
51.510785,-0.200506
51.4902,-0.146161
51.574165,-0.139457
51.517409,-0.254439
51.493446,-0.185775
51.543824,-0.138834
51.527231,-0.172467
51.54781,-0.166984
51.523361,-0.194951
51.50967,-0.239603
51.55014,-0.190819
51.530123,-0.062981
51.538692,-0.106411
51.549305,-0.11549
51.537127,-0.115358
51.503906,-0.043819
51.542495,-0.069406
51.544371,-0.049078
51.546969,-0.042015
51.511371,-0.017616
51.514854,-0.027943
51.538557,-0.108118
51.566246,-0.109321
51.517917,-0.038462
51.539908,-0.052197
51.531576,-0.035193
51.572606,-0.112232
51.511675,-0.029262
51.540193,-0.099715
51.513255,-0.039858
51.537143,-0.092964
51.517447,-0.013215
51.516841,-0.060834
51.562399,-0.098256
51.564899,-0.123978
51.507102,-0.059173
51.545293,-0.078244
51.558653,-0.097979
51.559076,-0.062789
51.542599,-0.056134
51.56368,-0.058467
51.522859,-0.046812
51.559468,-0.115041
51.528962,-0.129435
51.51252,-0.056752
51.532955,-0.075491
51.577642,-0.081224
51.567588,-0.068546
51.515768,-0.048197
51.474584,-0.066213
51.489688,-0.09846
51.461631,-0.021298
51.466179,-0.066971
51.479581,-0.070941
51.468311,-0.054484
51.482139,-0.074462
51.422585,-0.060023
51.434246,-0.129034
51.481571,-0.019326
51.435354,-0.107321
51.457236,-0.06886
