Latitude,Longitude
51.610201,-0.058057
51.601842,-0.070832
51.561539,0.175834
51.552749,0.02851
51.600073,0.229935
51.592183,-0.080135
51.622278,-0.071165
51.522353,0.026453
51.554337,0.118235
51.565844,-0.0163
51.575278,-0.006278
51.623666,-0.018952
51.5151,0.072541
51.593127,0.171135
51.584055,0.073093
51.578182,0.137818
51.618087,0.005608
51.597756,-0.027342
51.59267,0.021583
51.484051,0.001983
51.449647,-0.010331
51.396309,-0.041139
51.344489,-0.093261
51.472202,0.195671
51.393737,-0.068229
51.345869,-0.044985
51.393999,0.100987
51.429393,0.032277
51.42896,-0.02176
51.476793,0.032843
51.356057,0.092988
51.404546,0.101614
51.44009,-0.006228
51.4926,0.075093
51.491475,0.125332
51.443742,0.18013
51.406178,-0.000399
51.442506,-0.033694
51.386019,0.086566
51.487173,0.085981
51.431824,0.101471
51.440288,-0.386059
51.487902,-0.273672
51.333778,-0.123279
51.46685,-0.266289
51.52194,-0.406583
51.479357,-0.259492
51.364142,-0.112916
51.415018,-0.230213
51.397127,-0.116863
51.424058,-0.296532
51.378888,-0.176441
51.355964,-0.200705
51.437665,-0.314658
51.45735,-0.368113
51.450463,-0.399517
51.505504,-0.339923
51.418617,-0.373117
51.46898,-0.291289
51.423527,-0.130694
51.399271,-0.132833
51.516832,-0.302744
51.416059,-0.157144
51.437626,-0.246403
51.511283,-0.371821
51.396033,-0.22061
51.440016,0.024835
51.602013,-0.072529
51.592464,-0.076398
51.606008,0.097287
51.593359,0.079393
51.58903,0.083151
51.5823,-0.026929
51.579224,0.07781
51.580404,-0.0399
51.578224,-0.048841
51.551477,0.015183
51.415713,-0.1313
51.397273,-0.101892
51.390931,-0.092941
51.390755,-0.104792
51.379034,-0.096266
51.554776,-0.230679
51.584953,0.086357
51.582379,-0.033291
51.532707,-0.37469
51.529389,-0.4856
51.575453,-0.325874
51.535131,-0.276197
51.596479,-0.121666
51.605956,-0.345678
51.549627,-0.46527
51.601769,-0.319318
51.668115,-0.088365
51.539536,-0.304438
51.615148,-0.496267
51.548938,-0.270295
51.587595,-0.486293
51.56933,-0.364236
51.642125,-0.206772
51.536388,-0.378827
51.528095,-0.347752
51.56336,-0.404746
51.565453,0.032784
51.625709,-0.003707
51.584512,0.191959
51.640825,-0.030272
51.530028,0.007402
51.54708,0.135624
51.587566,-0.0569
51.613202,0.238494
51.596481,-0.021607
51.498348,0.18298
51.509893,0.111878
51.668145,-0.03033
51.634641,0.012509
51.562922,0.168628
51.670641,-0.017828
51.507343,0.022861
51.502815,0.120874
51.652109,-0.035536
51.592429,-0.085784
51.540854,0.104442
51.571002,0.076439
51.536592,0.071037
51.556019,0.059671
51.389689,0.042649
51.425885,0.02818
51.484713,-0.003634
51.444411,0.134946
51.399207,-0.060193
51.476111,0.050338
51.344726,-0.042248
51.481806,0.181225
51.494448,0.018156
51.383241,-0.053467
51.45631,-0.018246
51.471889,0.004287
51.428798,0.121674
51.477804,0.151094
51.416261,-0.039394
51.460349,-0.312861
51.503656,-0.41699
51.446401,-0.351709
51.35895,-0.298877
51.500441,-0.337989
51.471103,-0.267452
51.40448,-0.221375
51.439536,-0.390891
51.513366,-0.476663
51.520161,-0.353977
51.411341,-0.184411
51.370174,-0.124592
51.400363,-0.183998
51.410909,-0.217185
51.495151,-0.475498
51.446029,-0.440195
51.368481,-0.201235
51.506898,-0.310347
51.497673,-0.375346
51.389444,-0.22729
51.517725,-0.456513
51.389113,-0.270134
51.457479,-0.306242
51.459067,-0.344372
51.411622,-0.314006
51.424664,-0.307312
51.483406,-0.008214
51.596743,0.085323
51.573468,0.071702
51.56709,0.052423
51.556962,0.026692
51.549515,-0.009496
51.557795,-0.232307
51.509315,0.081818
51.515519,-0.206618
51.493711,-0.179685
51.497813,-0.185025
51.504185,-0.188274
51.510087,-0.187852
51.513921,-0.186331
51.522605,-0.171066
51.518838,-0.166562
51.517294,-0.170731
51.490423,-0.173507
51.488313,-0.161665
51.516437,-0.154465
51.518876,-0.161501
51.519278,-0.160144
51.52008,-0.157964
51.52317,-0.164658
51.523517,-0.162092
51.529378,-0.166614
51.521925,-0.148347
51.517694,-0.146414
51.510496,-0.143882
51.502965,-0.139044
51.490704,-0.119636
51.491567,-0.118462
51.493255,-0.129024
51.494847,-0.12844
51.492975,-0.117698
51.49721,-0.129453
51.510117,-0.131302
51.523713,-0.130155
51.514092,-0.123991
51.534996,-0.071108
51.523114,-0.121328
51.528013,-0.125192
51.521538,-0.137566
51.522488,-0.137902
51.52205,-0.143182
51.525421,-0.126178
51.533491,-0.140525
51.536413,-0.14388
51.538849,-0.135922
51.5346,-0.130516
51.529281,-0.109512
51.531437,-0.127315
51.503938,-0.113241
51.50272,-0.109675
51.50183,-0.108573
51.500715,-0.110781
51.500462,-0.097406
51.499446,-0.094653
51.50436,-0.101523
51.503835,-0.09741
51.519651,-0.098956
51.535127,-0.081268
51.534158,-0.063934
51.528602,-0.075501
51.526711,-0.081881
51.525851,-0.090927
51.52066,-0.089155
51.511198,-0.078555
51.500352,-0.080135
51.500889,-0.085473
51.497337,-0.085521
51.491402,-0.154511
51.51732,-0.077346
51.503877,-0.129094
51.486433,-0.169648
51.522658,-0.180866
51.517936,-0.190077
51.504,-0.175126
51.512486,-0.053568
51.518303,-0.052974
51.511997,-0.066978
51.514194,-0.065501
51.515286,-0.065196
51.515913,-0.053105
51.504773,-0.107616
51.523255,-0.219158
51.506733,-0.214226
51.499823,-0.211657
51.501944,-0.200422
51.5112,-0.211169
51.498122,-0.207402
51.520562,-0.213007
51.516569,-0.166336
51.517139,-0.164871
51.537713,-0.13966
51.530854,-0.089435
51.531019,-0.082507
51.530964,-0.080203
51.531828,-0.072049
51.533573,-0.066049
51.545389,-0.069846
51.540429,-0.070114
51.53498,-0.070143
51.485782,-0.11605
51.486592,-0.109391
51.489519,-0.115234
51.502357,-0.206832
51.512005,-0.199089
51.511462,-0.203016
51.511056,-0.209964
51.519177,-0.204745
51.527156,-0.108749
51.526313,-0.101129
51.526606,-0.099747
51.52712,-0.096554
51.525013,-0.049272
51.518682,-0.085851
51.513297,-0.122078
51.523916,-0.121454
51.521183,-0.139541
51.519269,-0.137414
51.517605,-0.135666
51.513259,-0.162837
51.515376,-0.165994
51.516166,-0.163023
51.510708,-0.11936
51.585774,-0.075872
51.582023,-0.074717
51.541571,-0.080506
51.483721,0.000226
51.486298,-0.120192
51.566122,-0.2062
51.559534,-0.198193
51.513918,-0.251229
51.514369,-0.241094
51.518514,-0.186148
51.516228,-0.180229
51.529261,-0.120023
51.533257,-0.122425
51.492584,-0.228248
51.5043,-0.218629
51.52242,-0.264265
51.49087,-0.269987
51.488595,-0.289677
51.482364,-0.312651
51.478331,-0.324277
51.471667,-0.350252
51.493094,-0.223514
51.485318,-0.300405
51.489637,-0.286484
51.485388,-0.053959
51.505094,-0.106334
51.496465,-0.099316
51.512209,0.123529
51.494713,0.065421
51.494468,0.053769
51.4937,0.029187
51.497912,0.012272
51.482749,-0.018281
51.48996,0.011374
51.522378,0.04626
51.525291,0.024017
51.531794,-0.001748
51.524484,0.030108
51.501068,-0.050525
51.500355,-0.064488
51.455465,0.123514
51.459238,0.111756
51.458241,0.0785
51.456414,0.04482
51.463358,0.029712
51.470221,0.018181
51.479615,-0.006838
51.478401,-0.013227
51.467529,0.028803
51.456974,0.064667
51.499882,-0.076726
51.501711,-0.053494
51.489188,0.007638
51.509516,-0.464182
51.508113,-0.438263
51.510805,-0.391249
51.517281,-0.383498
51.540466,-0.365545
51.547869,-0.344569
51.540426,-0.28834
51.534153,-0.260489
51.525915,-0.235748
51.522854,-0.18945
51.516444,-0.247586
51.520765,-0.229345
51.517706,-0.2239
51.51519,-0.219256
51.428547,-0.324732
51.432851,-0.318878
51.435368,-0.304442
51.433292,-0.286578
51.450181,-0.267093
51.438838,-0.267493
51.453828,-0.257095
51.449785,-0.216132
51.449871,-0.20758
51.451634,-0.18893
51.480879,-0.093656
51.480313,-0.098173
51.529062,-0.250086
51.542079,-0.326292
51.565371,-0.104119
51.574962,-0.107776
51.591044,-0.118599
51.593218,-0.134823
51.602272,-0.143218
51.610249,-0.143874
51.615178,-0.154781
51.61577,-0.162687
51.593238,-0.115765
51.600761,-0.117244
51.605957,-0.114907
51.548284,-0.109604
51.585185,-0.116604
51.608569,-0.143394
51.48832,-0.071941
51.480802,-0.07413
51.474359,-0.071665
51.463923,-0.065368
51.45609,-0.043705
51.451641,-0.033071
51.448004,-0.027485
51.469608,-0.068194
51.500127,-0.044759
51.499242,-0.040229
51.494603,-0.033326
51.489921,-0.030286
51.483873,-0.038065
51.412779,-0.044662
51.418613,-0.039667
51.425619,-0.034347
51.43235,-0.029757
51.441709,-0.026965
51.44949,-0.026011
51.458755,-0.018716
51.463497,-0.015171
51.470784,-0.017446
51.474515,-0.012619
51.478441,-0.015055
51.527585,0.077966
51.533922,0.073035
51.537856,0.079905
51.52704,-0.347573
51.528604,-0.331024
51.523062,-0.320704
51.518405,-0.316393
51.514826,-0.310746
51.493746,0.05185
51.486359,0.057208
51.477745,0.051506
51.471592,0.044909
51.465083,0.044301
51.460046,0.033524
51.458755,0.019762
51.484438,0.066743
51.408672,-0.184517
51.398306,-0.192288
51.390088,-0.18656
51.375942,-0.184174
51.367054,-0.188606
51.475531,-0.315855
51.471224,-0.320938
51.464231,-0.328076
51.458445,-0.330303
51.45394,-0.328452
51.437993,-0.116506
51.445258,-0.109703
51.447238,-0.100353
51.449223,-0.073775
51.452393,-0.068575
51.579248,-0.321535
51.583028,-0.319866
51.594033,-0.33176
51.599028,-0.340933
51.55918,-0.047377
51.420849,-0.203883
51.568246,-0.030784
51.572281,-0.019397
51.577301,-0.009437
51.580973,-0.001165
51.585915,0.006429
51.592575,-0.000193
51.590171,-0.011155
51.588669,-0.031374
51.586736,-0.044839
51.583365,-0.036828
51.575587,-0.02989
51.567179,-0.021913
51.559615,-0.00855
51.56391,-0.013643
51.557043,-0.011678
51.565702,-0.010593
51.572581,-0.008445
51.578991,-0.017878
51.586567,-0.020306
51.595261,-0.015928
51.609763,-0.017881
51.617821,-0.009441
51.623257,0.00143
51.629098,0.002207
51.632033,0.005703
51.630676,0.008765
51.623124,0.008157
51.612016,0.003579
51.603797,-0.001231
51.585472,-0.008733
51.574638,-0.001962
51.569391,-0.003823
51.569062,0.004936
51.564654,-0.039683
51.556082,-0.01547
51.583481,-0.018044
51.619543,-0.106991
51.627481,-0.098512
51.635222,-0.092855
51.63584,-0.085561
51.640577,-0.079349
51.647968,-0.079832
51.651234,-0.079433
51.651441,-0.080552
51.6507,-0.084732
51.641508,-0.086782
51.649563,-0.087787
51.635815,-0.079622
51.632893,-0.076307
51.627603,-0.066893
51.623459,-0.062605
51.619499,-0.054785
51.610706,-0.049485
51.606384,-0.045916
51.619279,-0.062697
51.634564,-0.052768
51.644783,-0.046491
51.651332,-0.047178
51.664423,-0.044359
51.675389,-0.036539
51.655097,-0.107418
51.653661,-0.090925
51.652151,-0.082691
51.652456,-0.077155
51.650768,-0.066371
51.648882,-0.052935
51.647291,-0.03943
51.640844,-0.027149
51.626713,-0.057078
51.39694,-0.311067
51.403924,-0.307747
51.412501,-0.30198
51.404009,-0.304308
51.390683,-0.298146
51.383658,-0.289999
51.409555,-0.308459
51.412147,-0.305531
51.410779,-0.298622
51.407934,-0.302739
51.399135,-0.304876
51.395482,-0.30412
51.394516,-0.301396
51.39777,-0.301318
51.413197,-0.296648
51.412806,-0.300689
51.414677,-0.286541
51.421377,-0.277416
51.427963,-0.271515
51.409272,-0.287721
51.405877,-0.28063
51.405496,-0.250077
51.40271,-0.263453
51.399786,-0.262184
51.402667,-0.272138
51.41351,-0.306501
51.413454,-0.307765
51.393284,-0.315729
51.410615,-0.294127
51.411244,-0.290998
51.43352,-0.261753
51.411206,-0.308844
51.5669,-0.016038
51.553981,-0.012489
51.563869,-0.005883
51.557767,-0.004
51.553732,-0.004162
51.559238,-0.052511
51.555685,-0.057841
51.551732,-0.065135
51.549764,-0.07344
51.54093,-0.051446
51.534653,-0.042256
51.530074,-0.039496
51.523016,-0.034192
51.510903,-0.027234
51.555619,0.068583
51.546892,0.072918
51.539843,0.081438
51.535851,0.08649
51.532517,0.093907
51.530721,0.100327
51.525714,0.106699
51.499148,-0.03568
51.493528,-0.045949
51.56171,-0.111861
51.559692,-0.110473
51.55186,-0.122856
51.543299,-0.133563
51.475717,-0.150123
51.588587,0.007442
51.571309,-0.026279
51.618145,-0.052864
51.650685,-0.071173
51.64455,-0.055245
51.643486,-0.040982
51.595424,-0.13609
51.600053,-0.139929
51.477603,-0.290664
51.468863,-0.294374
51.512031,-0.172283
51.501308,-0.129847
51.501078,-0.127292
51.51676,-0.180943
51.502524,-0.150387
51.511849,-0.104195
51.50287,-0.15239
51.503707,-0.104547
51.515807,-0.104838
51.526465,-0.08391
51.562189,-0.078787
51.518448,-0.062842
51.525144,-0.034504
51.535295,-0.005632
51.515428,0.008201
51.511053,-0.061008
51.452973,-0.147382
51.482,-0.112375
51.472185,-0.165409
51.485775,-0.150071
51.486143,-0.121888
51.488677,-0.129485
51.50493,-0.095635
51.554199,-0.191033
51.534963,-0.163737
51.526119,-0.123727
51.518548,-0.105301
51.497975,-0.066274
51.481397,-0.014883
51.519765,-0.144846
51.517998,-0.261364
51.514963,-0.226255
51.521396,-0.263728
51.494005,-0.214622
51.49273,-0.255324
51.478564,-0.323577
51.471771,-0.34996
51.525473,-0.114268
51.519543,-0.262487
51.509334,-0.224485
51.485726,-0.29942
51.499254,-0.091679
51.548042,-0.219416
51.483404,-0.008099
51.524875,-0.321113
51.484592,-0.053676
51.555264,-0.230833
51.494695,0.035066
51.527274,-0.349497
51.531491,-0.104345
51.477181,-0.073202
51.537519,-0.024425
51.482849,-0.074209
51.413209,-0.024152
51.543406,-0.057052
51.454836,-0.041268
51.483294,-0.116801
51.524801,0.027354
51.480881,-0.094361
51.40628,0.002078
51.568256,-0.052919
51.499928,-0.041986
51.470115,-0.132808
51.51735,-0.214661
51.500874,-0.051844
51.473011,0.045577
51.54795,-0.191079
51.492826,-0.03248
51.513998,-0.245763
51.500619,-0.058137
51.455052,0.026421
51.495622,-0.115068
51.464508,-0.014839
51.522317,-0.187871
51.472307,0.004017
51.419432,-0.209389
51.456541,-0.147355
51.416485,-0.039327
51.526617,-0.215581
51.457069,0.059273
51.409914,-0.228066
51.422442,-0.135974
51.448072,-0.077609
51.452823,-0.179139
51.439283,-0.188613
51.432074,-0.129252
51.448111,-0.222529
51.450291,-0.174202
51.549127,-0.107795
51.450619,-0.085432
51.601047,-0.117132
51.428925,-0.324172
51.48335,-0.088065
51.534964,0.076168
51.526305,-0.046924
51.54904,0.005166
51.556998,-0.046461
51.539621,-0.175878
51.521251,-0.228159
51.406589,-0.188251
51.382436,-0.186604
51.456001,-0.329816
51.470808,-0.322033
51.583044,-0.331701
51.593984,-0.333364
51.449133,-0.074326
51.444847,-0.111533
51.567935,0.053428
51.573511,0.071849
51.484509,-0.042172
51.540411,-0.070115
51.569741,-0.04007
51.51135,-0.119031
51.52529,-0.090735
51.518036,-0.167603
51.527215,-0.078112
51.496948,-0.129377
51.502149,-0.109972
51.51391,-0.178664
51.505733,-0.111366
51.530473,-0.106363
51.530616,-0.105932
51.511363,-0.119275
51.531283,-0.066262
51.51937,-0.147154
51.526226,-0.171498
51.501792,-0.184132
51.526119,-0.123727
51.486878,-0.116538
51.500165,-0.078645
51.530698,-0.077186
51.520309,-0.203475
51.516224,-0.202713
51.636747,-0.081621
51.631852,-0.095208
51.623609,-0.103715
51.639279,-0.0481
51.671868,-0.040032
51.657611,-0.047313
51.631899,-0.07382
51.622765,-0.058705
51.62552,-0.059426
51.416,-0.284147
51.403405,-0.307896
51.394153,-0.314245
51.398259,-0.304046
51.402414,-0.265362
51.403954,-0.257008
51.408013,-0.301988
51.591657,-0.004926
51.589013,-0.030449
51.566549,-0.035258
51.583814,0.005759
51.570417,-0.025135
51.582607,-0.0351
51.583485,-0.014594
51.582159,-0.028176
51.567405,-0.016636
51.560753,-0.048954
51.55167,-0.065758
51.525006,-0.034885
51.538724,-0.050228
51.553586,0.070164
51.531433,0.098687
51.493835,-0.045446
51.548152,-0.127754
51.476394,-0.148262
51.48793,0.03106
51.648631,-0.070379
51.643914,-0.046716
51.583812,0.005845
51.542724,-0.106633
51.545983,-0.10243
51.487708,-0.037771
51.511303,-0.072916
51.516141,-0.081662
51.527726,-0.129702
51.457727,-0.013247
51.503102,-0.107166
51.510832,-0.157746
51.510832,-0.157746
51.486511,0.017445
51.486041,-0.132834
51.492825,-0.251474
51.490069,-0.285272
51.423549,-0.172622
51.438226,-0.156597
51.52651,-0.138647
51.504638,-0.083212
51.509344,-0.087251
51.465388,-0.129617
51.455642,-0.119076
51.476766,-0.11239
51.48523,-0.109116
51.472806,-0.162562
51.461833,-0.184898
51.503347,-0.15273
51.503682,-0.174375
51.502243,-0.142258
51.501374,-0.130622
51.647596,-0.1332
51.650745,-0.080307
51.641235,-0.078916
51.623756,-0.060975
51.614821,-0.064447
51.679898,-0.034059
51.653634,-0.0887
51.629885,-0.078269
51.623158,-0.061246
51.628875,-0.056263
51.65255,-0.087314
51.65247,-0.08684
51.652271,-0.080676
51.649659,-0.060708
51.648459,-0.046391
51.648459,-0.046391
51.648459,-0.046391
51.652437,-0.07652
51.406707,-0.308004
51.41208,-0.305821
51.41115,-0.308084
51.410367,-0.30679
51.40549,-0.30408
51.407735,-0.307606
51.429665,-0.267999
51.382536,-0.28583
51.385108,-0.295061
51.395238,-0.299055
51.395238,-0.299055
51.398631,-0.256434
51.409742,-0.28917
51.400705,-0.265297
51.400705,-0.265297
51.405708,-0.280162
51.409245,-0.23022
51.411748,-0.290418
51.41082,-0.30082
51.41082,-0.292121
51.41082,-0.292121
51.558219,-0.006793
51.617005,-0.017537
51.594152,0.010127
51.594152,0.010127
51.587222,-0.040574
51.587222,-0.040574
51.577784,-0.007713
51.58154,-0.033674
51.567696,-0.008846
51.58575,-0.008158
51.58655,-0.002854
51.571297,0.000446
51.568147,0.006916
51.573246,-0.000479
51.563211,-0.016401
51.573863,-0.009803
51.575346,-0.012914
51.575346,-0.012914
51.580177,-0.01839
51.583271,-0.018919
51.583271,-0.018919
51.590169,-0.017377
51.590169,-0.017377
51.601116,-0.01706
51.518052,-0.079766
51.461589,-0.115334
51.496472,-0.142982
51.477026,-0.14671
51.560565,-0.074037
51.505047,-0.089592
51.537263,-0.141366
51.547136,-0.129256
51.510015,-0.261577
51.496037,-0.261663
51.609482,-0.075794
51.602516,-0.073839
51.488525,-0.227135
51.47568,-0.221124
51.479609,-0.237405
51.627771,-0.121534
51.621327,-0.107959
51.617464,-0.100974
51.616428,-0.093065
51.615305,-0.121424
51.624498,-0.107473
51.62594,-0.094706
51.624118,-0.076373
51.58275,-0.039968
51.422032,-0.178649
51.420761,-0.170165
51.557656,-0.079742
51.549871,-0.055042
51.518714,-0.346946
51.510098,-0.33964
51.492934,-0.318424
51.495375,-0.309374
51.493398,-0.30056
51.490572,-0.290733
51.542111,-0.165347
51.54827,0.021967
51.557703,0.012494
51.495065,-0.12509
51.494754,-0.125672
51.494457,-0.125248
51.494727,-0.120742
51.494307,-0.120222
51.494003,-0.121104
51.494395,-0.121249
